MITRE Descriptions,Tactic1,Tactic2,Tactic3,Tactic4
Adversaries may attempt to position themselves between two or more networked devices using an adversary-in-the-middle (AiTM) technique to support follow-on behaviors,COLLECTION,CREDENTIAL_ACCESS,,
Adversaries may force a device to communicate through an adversary controlled system so they can collect information or perform additional actions.,COLLECTION,CREDENTIAL_ACCESS,,
An adversary may compress and/or encrypt data that is collected prior to exfiltration.,COLLECTION,,,
"An adversary can leverage a computer's peripheral devices (e.g., microphones and webcams) or applications (e.g., voice and video call services) to capture audio recordings for the purpose of listening into sensitive conversations to gather information.",COLLECTION,,,
"Methods for performing this technique could include use of a Command and Scripting Interpreter to search for and copy information fitting set criteria such as file type, location, or name at specific time intervals. In cloud-based environments, adversaries may also use cloud APIs, command line interfaces, or extract, transform, and load (ETL) services to automatically collect data.",COLLECTION,,,
"Adversaries may take advantage of security vulnerabilities and inherent functionality in browser software to change content, modify user-behaviors, and intercept information as part of various browser session hijacking techniques.",COLLECTION,,,
Adversaries may collect data stored in the clipboard from users copying information within or between applications.,COLLECTION,,,
Adversaries may access data objects from improperly secured cloud storage.,COLLECTION,,,
Adversaries may collect data related to managed devices from configuration repositories.,COLLECTION,,,
"Adversaries may leverage information repositories to mine valuable information. Information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing between users, and can store a wide variety of data that may aid adversaries in further objectives, or direct access to the target information.",COLLECTION,,,
"Adversaries may search local system sources, such as file systems and configuration files or local databases, to find files of interest and sensitive data prior to EXFILTRATION.",COLLECTION,,,
Adversaries may search network shares on computers they have compromised to find files of interest.,COLLECTION,,,
"Adversaries may target user email to collect sensitive information. Emails may contain sensitive data, including trade secrets or personal information, that can prove valuable to adversaries.",COLLECTION,,,
Adversaries may use methods of capturing user input to obtain credentials or collect information.,COLLECTION,CREDENTIAL_ACCESS,,
Adversaries may attempt to take screen captures of the desktop to gather information over the course of an operation.,COLLECTION,,,
"The adversary is trying to manipulate, interrupt, or destroy your systems and data.",IMPACT,,,
Adversaries use to disrupt availability or compromise integrity by manipulating business and operational processes.,IMPACT,,,
Adversaries may interrupt availability of system and network resources by inhibiting access to accounts utilized by legitimate users.,IMPACT,,,
"Adversaries may destroy data and files on specific systems or in large numbers on a network to interrupt availability to systems, services, and network resources.",IMPACT,,,
Adversaries may attempt to overwrite files and directories with randomly generated data to make it irrecoverable.,IMPACT,,,
Adversaries may encrypt data on target systems or on large numbers of systems in a network to interrupt availability to system and network resources.,IMPACT,,,
"Adversaries may insert, delete, or manipulate data in order to influence external outcomes or hide activity, thus threatening the integrity of the data. By manipulating data, adversaries may attempt to affect a business process, organizational understanding, or decision making.",IMPACT,,,
"Adversaries may modify visual content available internally or externally to an enterprise network, thus affecting the integrity of the original content.",IMPACT,,,
"Adversaries may wipe or corrupt raw disk data on specific systems or in large numbers in a network to interrupt availability to system and network resources. With direct write access to a disk, adversaries may attempt to overwrite portions of disk data.",IMPACT,,,
Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users.,IMPACT,,,
"Adversaries may overwrite or corrupt the flash memory contents of system BIOS or other firmware in devices attached to a system in order to render them inoperable or unable to boot, thus denying the availability to use the devices and/or the system.",IMPACT,,,
Adversaries may delete or remove built-in operating system data and turn off services designed to aid in the recovery of a corrupted system to prevent recovery.This may deny access to available backups and recovery options.,IMPACT,,,
Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users.,IMPACT,,,
Adversaries may leverage the resources of co-opted systems in order to solve resource intensive problems,IMPACT,,,
Adversaries may stop or disable services on a system to render those services unavailable to legitimate users. Stopping critical services or processes can inhibit or stop response to an incident or aid in the adversary's overall objectives to cause damage to the environment.,IMPACT,,,
"Adversaries may shutdown/reboot systems to interrupt access to, or aid in the destruction of, those systems.",IMPACT,,,
The adversary is trying to establish resources they can use to support operations.,RESOURCE_DEVELOPMENT,,,
"Infrastructure solutions include physical or cloud servers, domains, and third-party web services.",RESOURCE_DEVELOPMENT,,,
"Adversaries create, purchase, or compromise/steal resources that can be used to support targeting.",RESOURCE_DEVELOPMENT,,,
Adversaries may set up their own Domain Name System (DNS) servers that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
There exist a variety of cloud service providers that will sell virtual machines/containers as a service.,RESOURCE_DEVELOPMENT,,,
Adversaries may purchase a subscription to use an existing botnet from a booter/stresser service.,RESOURCE_DEVELOPMENT,,,
Adversaries may register for web services that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
"Utilizing an existing persona may engender a level of trust in a potential victim if they have a relationship, or knowledge of, the compromised persona.",RESOURCE_DEVELOPMENT,,,
